Bin,Content,X,Y,Depth,Mode,Type
100708,10,30,21,762,GRID,330mm
100709,10,16,24,1092,GRID,330mm
100710,10,36,19,430,GRID,330mm
100711,10,10,39,760,GRID,330mm
100712,10,25,24,432,GRID,330mm
100713,10,23,35,428,GRID,330mm
100714,10,20,10,1092,GRID,330mm
100715,10,40,37,98,GRID,330mm
100716,10,21,28,758,GRID,330mm
100717,10,20,22,762,GRID,330mm
100718,10,23,10,762,GRID,330mm
100719,10,34,31,426,GRID,330mm
100720,10,9,41,760,GRID,330mm
100721,11,21,26,428,GRID,330mm
100722,10,14,43,428,GRID,330mm
100723,10,34,23,762,GRID,330mm
100724,10,34,30,426,GRID,330mm
100725,10,8,37,760,GRID,330mm
100726,10,22,29,428,GRID,330mm
100727,10,27,30,430,GRID,330mm
100728,10,35,34,430,GRID,330mm
100729,10,13,29,2090,GRID,330mm
100730,10,8,41,760,GRID,330mm
100731,10,28,39,760,GRID,330mm
100732,10,29,19,430,GRID,330mm
100733,10,6,22,1424,GRID,330mm
100734,10,36,41,758,GRID,330mm
100735,10,35,8,760,GRID,330mm
100736,10,30,42,96,GRID,330mm
100737,10,38,32,760,GRID,330mm
100738,10,15,30,2088,GRID,330mm
100739,10,24,43,426,GRID,330mm
100740,10,29,19,1092,GRID,330mm
100741,10,15,19,1758,GRID,330mm
100742,10,23,11,1094,GRID,330mm
100743,10,35,16,432,GRID,330mm
100744,10,16,30,1094,GRID,330mm
100745,10,17,20,2090,GRID,330mm
100746,10,25,43,426,GRID,330mm
100747,10,28,31,428,GRID,330mm
100748,10,24,12,430,GRID,330mm
100749,10,8,29,2092,GRID,330mm
100750,10,24,15,432,GRID,330mm
100751,10,14,18,1094,GRID,330mm
100752,10,15,42,428,GRID,330mm
100753,10,7,29,762,GRID,330mm
100754,10,18,18,1756,GRID,330mm
100755,10,29,12,762,GRID,330mm
100756,10,24,15,762,GRID,330mm
100757,10,33,14,430,GRID,330mm
100758,10,37,42,1422,GRID,330mm
100759,10,6,42,1090,GRID,330mm
100760,10,34,26,428,GRID,330mm
100761,10,36,40,426,GRID,330mm
100762,10,23,21,762,GRID,330mm
100763,10,39,35,760,GRID,330mm
100764,10,41,40,426,GRID,330mm
100765,10,28,33,1094,GRID,330mm
100766,10,15,15,432,GRID,330mm
100767,10,6,38,760,GRID,330mm
100768,11,22,33,432,GRID,330mm
100769,10,23,39,758,GRID,330mm
100770,10,23,28,758,GRID,330mm
100771,10,15,33,760,GRID,330mm
100772,10,39,22,430,GRID,330mm
100773,10,17,21,760,GRID,330mm
100774,10,26,42,428,GRID,330mm
100775,10,14,28,428,GRID,330mm
100776,10,34,32,758,GRID,330mm
100777,10,39,36,1092,GRID,330mm
100778,10,22,8,1092,GRID,330mm
100779,10,33,38,96,GRID,330mm
100780,10,29,34,760,GRID,330mm
100781,10,35,31,760,GRID,330mm
100782,10,31,27,428,GRID,330mm
100783,10,33,31,762,GRID,330mm
100784,11,6,9,762,GRID,330mm
100785,10,34,38,96,GRID,330mm
100786,10,37,35,762,GRID,330mm
100787,10,24,28,428,GRID,330mm
100788,10,24,29,1092,GRID,330mm
100789,10,19,38,760,GRID,330mm
100790,10,9,18,2090,GRID,330mm
100791,10,36,42,428,GRID,330mm
100792,10,39,27,1092,GRID,330mm
100793,10,35,29,426,GRID,330mm
100794,10,7,28,2090,GRID,330mm
100795,11,33,19,432,GRID,330mm
100796,10,12,34,1092,GRID,330mm
100797,10,38,30,430,GRID,330mm
100798,10,27,11,760,GRID,330mm
100799,10,39,12,94,GRID,330mm
100800,10,9,26,1424,GRID,330mm
100801,10,38,20,430,GRID,330mm
100802,10,30,25,428,GRID,330mm
100803,10,32,25,760,GRID,330mm
100804,10,13,30,1092,GRID,330mm
100805,10,24,19,430,GRID,330mm
100806,10,17,22,1758,GRID,330mm
100807,10,35,30,430,GRID,330mm
100808,10,40,39,1422,GRID,330mm
100809,10,24,20,430,GRID,330mm
100810,10,41,43,96,GRID,330mm
100811,10,18,27,2422,GRID,330mm
100812,10,25,33,432,GRID,330mm
100813,10,23,25,762,GRID,330mm
100814,10,34,17,762,GRID,330mm
100815,10,28,42,426,GRID,330mm
100816,10,32,33,1424,GRID,330mm
100817,10,22,41,1092,GRID,330mm
100818,10,9,31,1424,GRID,330mm
100819,11,17,40,428,GRID,330mm
100820,10,36,34,430,GRID,330mm
100821,10,36,12,424,GRID,330mm
100822,10,39,20,760,GRID,330mm
100823,10,10,10,1424,GRID,330mm
100824,10,13,13,1426,GRID,330mm
100825,10,37,42,1090,GRID,330mm
100826,10,23,29,760,GRID,330mm
100827,10,19,24,762,GRID,330mm
100828,10,24,42,760,GRID,330mm
100829,10,25,42,760,GRID,330mm
100830,10,7,38,760,GRID,330mm
100831,10,24,18,428,GRID,330mm
100832,10,27,41,428,GRID,330mm
100833,10,33,40,96,GRID,330mm
100834,10,35,20,762,GRID,330mm
100835,10,25,42,1090,GRID,330mm
100836,10,17,26,2420,GRID,330mm
100837,10,37,10,756,GRID,330mm
100838,10,25,21,430,GRID,330mm
100839,10,17,43,428,GRID,330mm
100840,10,22,32,1094,GRID,330mm
100841,10,36,22,430,GRID,330mm
100842,10,12,28,2424,GRID,330mm
100843,10,34,43,1090,GRID,330mm
100844,10,18,39,760,GRID,330mm
100845,10,29,40,426,GRID,330mm
100846,10,40,38,430,GRID,330mm
100847,10,29,17,1094,GRID,330mm
100848,10,38,12,94,GRID,330mm
100849,10,7,43,760,GRID,330mm
100850,10,39,16,762,GRID,330mm
100851,10,41,36,428,GRID,330mm
100852,20,36,20,762,GRID,330mm
100853,22,25,10,430,GRID,330mm
100854,22,12,16,436,GRID,330mm
100855,20,17,15,2422,GRID,330mm
100856,20,22,14,762,GRID,330mm
100857,20,18,22,3090,GRID,330mm
100858,20,6,9,2754,GRID,330mm
100859,20,17,10,2424,GRID,330mm
100860,20,23,20,430,GRID,330mm
100861,20,27,31,760,GRID,330mm
100862,10,6,16,1756,GRID,330mm
100863,10,7,10,1424,GRID,330mm
100864,10,19,20,432,GRID,330mm
100865,10,13,8,1426,GRID,330mm
100866,10,17,8,2088,GRID,330mm
100867,10,15,23,2088,GRID,330mm
100868,10,17,8,764,GRID,330mm
100869,10,8,11,1758,GRID,330mm
100870,10,9,16,1426,GRID,330mm
100871,10,11,13,2424,GRID,330mm
100872,10,17,16,1758,GRID,330mm
100873,10,9,17,1758,GRID,330mm
100874,10,10,8,1758,GRID,330mm
100875,10,19,13,762,GRID,330mm
100876,10,9,17,2088,GRID,330mm
100877,10,14,10,1426,GRID,330mm
100878,10,35,8,426,GRID,330mm
100879,10,16,11,1094,GRID,330mm
100880,10,23,8,762,GRID,330mm
100881,10,8,23,1092,GRID,330mm
100882,10,18,15,2090,GRID,330mm
100883,10,16,9,1756,GRID,330mm
100884,10,22,12,764,GRID,330mm
100885,10,35,17,432,GRID,330mm
100886,10,15,8,1426,GRID,330mm
100887,10,8,20,1756,GRID,330mm
100888,10,13,21,2090,GRID,330mm
100889,10,6,15,1426,GRID,330mm
100890,10,22,17,434,GRID,330mm
100891,10,18,11,2424,GRID,330mm
100892,10,16,16,1760,GRID,330mm
100893,10,39,19,98,GRID,330mm
100894,10,22,11,430,GRID,330mm
100895,10,25,22,760,GRID,330mm
100896,10,12,28,2092,GRID,330mm
100897,10,20,14,762,GRID,330mm
100898,10,12,23,3088,GRID,330mm
100899,10,28,11,762,GRID,330mm
100900,10,8,33,1754,GRID,330mm
100901,10,20,21,430,GRID,330mm
100902,10,36,22,764,GRID,330mm
100903,10,13,10,2090,GRID,330mm
100904,10,7,22,1756,GRID,330mm
100905,10,9,9,1094,GRID,330mm
100906,10,12,14,2090,GRID,330mm
100907,20,20,18,430,GRID,330mm
100908,22,19,17,430,GRID,330mm
100909,22,10,18,430,GRID,330mm
100910,21,9,10,430,GRID,330mm
100911,20,17,21,3088,GRID,330mm
100912,11,20,28,760,GRID,330mm
100913,10,33,9,760,GRID,330mm
100914,10,6,22,1092,GRID,330mm
100915,10,13,13,1758,GRID,330mm
100916,10,24,19,762,GRID,330mm
100917,10,8,14,1758,GRID,330mm
100918,10,11,10,1426,GRID,330mm
100919,10,14,14,1094,GRID,330mm
100920,22,9,8,432,GRID,330mm
100921,20,25,41,1754,GRID,330mm
100922,20,18,17,4092,GRID,330mm
100923,22,9,18,762,GRID,330mm
100924,22,12,9,762,GRID,330mm
100925,22,11,21,1094,GRID,330mm
100926,20,18,32,2422,GRID,330mm
100927,20,17,31,3086,GRID,330mm
100928,22,14,41,428,GRID,330mm
100929,20,8,16,430,GRID,330mm
100930,20,18,30,760,GRID,330mm
100931,22,30,30,428,GRID,330mm
100932,20,8,17,100,GRID,330mm
100933,20,8,11,3422,GRID,330mm
100934,22,9,9,432,GRID,330mm
100935,10,14,18,1426,GRID,330mm
100936,22,13,10,432,GRID,330mm
100937,10,11,19,1424,GRID,330mm
100938,10,8,8,762,GRID,330mm
100939,10,22,18,430,GRID,330mm
100940,10,18,17,2422,GRID,330mm
100941,10,29,9,760,GRID,330mm
100942,22,18,28,430,GRID,330mm
100943,20,7,11,3088,GRID,330mm
100944,20,14,25,2418,GRID,330mm
100945,20,12,10,432,GRID,330mm
100946,10,23,17,430,GRID,330mm
100947,22,13,10,762,GRID,330mm
100948,22,10,10,430,GRID,330mm
100949,20,21,11,1092,GRID,330mm
100950,20,28,42,758,GRID,330mm
100951,20,24,32,760,GRID,330mm
100952,20,7,28,3422,GRID,330mm
100953,20,7,11,2754,GRID,330mm
100954,20,12,26,2754,GRID,330mm
100955,20,7,14,2424,GRID,330mm
100956,22,12,17,764,GRID,330mm
100957,10,32,8,428,GRID,330mm
100958,22,8,18,764,GRID,330mm
100959,20,11,25,3756,GRID,330mm
100960,22,12,8,432,GRID,330mm
100961,20,21,27,1424,GRID,330mm
100962,10,8,12,1422,GRID,330mm
100963,20,7,23,3086,GRID,330mm
100964,10,18,13,2422,GRID,330mm
100965,20,16,30,2424,GRID,330mm
100966,22,23,14,432,GRID,330mm
100967,10,12,9,3756,GRID,330mm
100968,10,9,24,1094,GRID,330mm
100969,10,19,25,1094,GRID,330mm
100970,10,34,16,764,GRID,330mm
100971,10,7,15,2090,GRID,330mm
100972,22,20,15,434,GRID,330mm
100973,20,9,8,1760,GRID,330mm
100974,22,20,32,428,GRID,330mm
100975,20,17,27,764,GRID,330mm
100976,22,16,10,432,GRID,330mm
100977,10,8,19,1760,GRID,330mm
100978,10,10,8,1424,GRID,330mm
100979,10,28,18,762,GRID,330mm
100980,10,9,25,2420,GRID,330mm
100981,10,6,31,1424,GRID,330mm
100982,10,17,24,2420,GRID,330mm
100983,10,19,9,432,GRID,330mm
100984,10,9,10,2422,GRID,330mm
100985,10,15,14,1428,GRID,330mm
100986,10,7,23,2420,GRID,330mm
100987,10,14,30,1756,GRID,330mm
100988,10,12,10,1424,GRID,330mm
100989,10,9,20,1756,GRID,330mm
100990,10,11,27,1092,GRID,330mm
100991,10,17,8,1756,GRID,330mm
100992,22,18,10,1094,GRID,330mm
100993,22,39,9,428,GRID,330mm
100994,20,18,25,4764,GRID,330mm
100995,20,6,26,3754,GRID,330mm
100996,20,16,16,2758,GRID,330mm
100997,20,21,43,758,GRID,330mm
100998,20,37,14,1094,GRID,330mm
100999,21,8,10,434,GRID,330mm
101000,22,7,12,430,GRID,330mm
101001,20,10,9,3086,GRID,330mm
101002,20,8,17,3090,GRID,330mm
101003,20,7,12,3420,GRID,330mm
101004,20,17,14,3758,GRID,330mm
101005,20,11,9,2088,GRID,330mm
101006,11,24,17,764,GRID,330mm
101007,22,29,21,432,GRID,330mm
101008,22,6,10,764,GRID,330mm
101009,22,12,14,432,GRID,330mm
101010,22,9,13,432,GRID,330mm
101011,20,11,13,762,GRID,330mm
101012,22,13,40,762,GRID,330mm
101013,22,12,42,428,GRID,330mm
101014,20,14,9,2090,GRID,330mm
101015,20,22,19,762,GRID,330mm
101016,22,13,18,764,GRID,330mm
101017,20,6,32,3756,GRID,330mm
101018,20,8,9,2090,GRID,330mm
101019,10,19,9,764,GRID,330mm
101020,20,18,16,764,GRID,330mm
101021,20,8,24,2754,GRID,330mm
101022,20,36,25,1424,GRID,330mm
101023,20,18,32,2754,GRID,330mm
101024,10,11,29,2422,GRID,330mm
101025,20,15,39,428,GRID,330mm
101026,22,17,11,432,GRID,330mm
101027,20,8,25,2752,GRID,330mm
101028,20,40,35,1424,GRID,330mm
101029,20,8,27,3088,GRID,330mm
101030,22,15,24,1094,GRID,330mm
101031,20,18,8,2090,GRID,330mm
101032,10,24,25,760,GRID,330mm
101033,10,9,14,1426,GRID,330mm
101034,10,7,25,1758,GRID,330mm
101035,10,7,22,2088,GRID,330mm
101036,10,18,23,2422,GRID,330mm
101037,10,37,15,102,GRID,330mm
101038,10,14,13,432,GRID,330mm
101039,11,6,26,430,GRID,330mm
101040,10,7,25,2422,GRID,330mm
101041,20,6,32,428,GRID,330mm
101042,10,40,28,96,GRID,330mm
101043,10,17,20,2422,GRID,330mm
101044,10,40,29,428,GRID,330mm
101045,10,10,23,1424,GRID,330mm
101046,10,28,12,428,GRID,330mm
101047,10,15,18,1094,GRID,330mm
101048,10,12,18,1424,GRID,330mm
101049,10,29,26,760,GRID,330mm
101050,10,15,13,2092,GRID,330mm
101051,10,33,19,1094,GRID,330mm
101052,20,29,11,430,GRID,330mm
101053,10,16,11,1426,GRID,330mm
101055,10,18,28,2756,GRID,330mm
101056,10,26,22,760,GRID,330mm
101057,10,18,11,2756,GRID,330mm
101058,20,13,13,2092,GRID,330mm
101059,20,20,27,1424,GRID,330mm
101060,10,21,12,428,GRID,330mm
101061,10,22,19,430,GRID,330mm
101062,10,20,10,762,GRID,330mm
101063,10,7,32,2088,GRID,330mm
101064,10,10,21,1424,GRID,330mm
101065,10,18,15,1758,GRID,330mm
101066,10,17,33,2090,GRID,330mm
101067,10,15,9,1094,GRID,330mm
101068,10,16,16,2092,GRID,330mm
101069,20,16,31,3420,GRID,330mm
101070,10,11,30,1758,GRID,330mm
101071,10,11,14,1426,GRID,330mm
101072,10,19,18,762,GRID,330mm
101073,10,16,20,1424,GRID,330mm
101074,10,26,38,428,GRID,330mm
101075,10,6,21,1422,GRID,330mm
101076,10,7,27,2090,GRID,330mm
101077,10,7,16,1760,GRID,330mm
101078,10,14,16,2092,GRID,330mm
101079,22,22,37,430,GRID,330mm
101080,21,21,38,430,GRID,330mm
101081,10,19,21,762,GRID,330mm
101082,10,17,12,2090,GRID,330mm
101083,10,14,9,1426,GRID,330mm
101084,10,18,9,1424,GRID,330mm
101085,10,6,26,2088,GRID,330mm
101086,10,25,14,1094,GRID,330mm
101087,22,6,33,760,GRID,330mm
101088,22,7,37,762,GRID,330mm
101089,22,6,34,430,GRID,330mm
101090,20,17,33,3758,GRID,330mm
101091,20,12,8,2088,GRID,330mm
101092,20,37,35,1096,GRID,330mm
101093,22,17,29,430,GRID,330mm
101094,20,17,23,2754,GRID,330mm
101095,20,40,29,1092,GRID,330mm
101096,20,11,33,2754,GRID,330mm
101097,20,19,21,1094,GRID,330mm
101098,20,31,31,1092,GRID,330mm
101099,22,7,8,432,GRID,330mm
101100,22,15,10,432,GRID,330mm
101101,20,24,28,1754,GRID,330mm
101102,22,6,38,428,GRID,330mm
101103,21,16,37,428,GRID,330mm
101104,20,6,12,2754,GRID,330mm
101105,20,40,29,1424,GRID,330mm
101106,20,11,32,3086,GRID,330mm
101107,20,9,29,3754,GRID,330mm
101108,20,34,14,1096,GRID,330mm
101109,20,18,38,760,GRID,330mm
101110,20,12,12,3090,GRID,330mm
101111,20,11,24,2422,GRID,330mm
101112,20,18,17,762,GRID,330mm
101113,20,33,25,430,GRID,330mm
101114,20,6,23,760,GRID,330mm
101115,10,13,20,1758,GRID,330mm
101116,10,28,15,762,GRID,330mm
101117,11,27,19,430,GRID,330mm
101118,10,29,15,432,GRID,330mm
101119,10,10,13,1758,GRID,330mm
101120,10,19,27,760,GRID,330mm
101121,10,6,10,1758,GRID,330mm
101122,10,7,17,1092,GRID,330mm
101123,11,6,27,430,GRID,330mm
101124,20,8,23,2420,GRID,330mm
101125,10,34,30,760,GRID,330mm
101126,10,18,11,2090,GRID,330mm
101127,10,18,19,2088,GRID,330mm
101128,10,7,29,1758,GRID,330mm
101129,10,16,14,1096,GRID,330mm
101130,10,31,16,762,GRID,330mm
101131,10,14,20,2090,GRID,330mm
101132,10,11,17,2758,GRID,330mm
101133,10,17,21,1092,GRID,330mm
101134,20,8,29,3758,GRID,330mm
101135,10,11,22,2756,GRID,330mm
101136,10,6,19,1754,GRID,330mm
101137,10,19,19,762,GRID,330mm
101138,10,12,12,2090,GRID,330mm
101139,10,14,25,1090,GRID,330mm
101140,10,17,28,2420,GRID,330mm
101141,10,37,16,432,GRID,330mm
101143,10,25,16,760,GRID,330mm
101144,22,13,18,432,GRID,330mm
101145,20,11,33,3754,GRID,330mm
101146,10,39,18,428,GRID,330mm
101147,10,17,26,2754,GRID,330mm
101148,10,28,12,760,GRID,330mm
101149,10,15,8,1758,GRID,330mm
101150,10,30,41,758,GRID,330mm
101151,10,10,22,1092,GRID,330mm
101152,10,14,31,1422,GRID,330mm
101153,10,14,17,2092,GRID,330mm
101154,10,16,13,1426,GRID,330mm
101155,10,18,15,1424,GRID,330mm
101156,10,17,27,1092,GRID,330mm
101157,10,17,23,2088,GRID,330mm
101158,10,18,13,2090,GRID,330mm
101159,10,7,24,1426,GRID,330mm
101160,20,12,28,3758,GRID,330mm
101161,10,6,20,1422,GRID,330mm
101162,10,16,14,1428,GRID,330mm
101163,10,11,21,2756,GRID,330mm
101164,10,11,24,1092,GRID,330mm
101165,10,37,22,762,GRID,330mm
101166,10,18,11,1758,GRID,330mm
101167,20,11,25,3086,GRID,330mm
101168,22,7,11,1424,GRID,330mm
101169,22,6,14,432,GRID,330mm
101170,10,15,18,3090,GRID,330mm
101171,20,17,25,3756,GRID,330mm
101172,10,21,35,1092,GRID,330mm
101173,10,22,16,1094,GRID,330mm
101174,10,10,18,2422,GRID,330mm
101175,10,18,23,3088,GRID,330mm
101176,10,11,23,1426,GRID,330mm
101177,20,32,25,2420,GRID,330mm
101178,20,16,25,3088,GRID,330mm
101179,20,16,31,2088,GRID,330mm
101180,22,9,33,1092,GRID,330mm
101181,20,13,19,2756,GRID,330mm
101182,22,18,25,432,GRID,330mm
101183,20,32,37,1756,GRID,330mm
101184,20,6,25,3420,GRID,330mm
101185,22,8,11,430,GRID,330mm
101186,22,15,12,432,GRID,330mm
101187,20,18,32,1756,GRID,330mm
101188,20,9,30,3086,GRID,330mm
101189,20,14,32,3086,GRID,330mm
101190,20,7,27,2756,GRID,330mm
101191,22,10,12,762,GRID,330mm
101192,20,17,10,762,GRID,330mm
101193,20,8,33,4092,GRID,330mm
101194,20,13,39,430,GRID,330mm
101195,20,29,33,430,GRID,330mm
101196,20,14,10,2090,GRID,330mm
101197,20,18,21,3422,GRID,330mm
101198,20,12,33,3086,GRID,330mm
101199,20,40,35,1756,GRID,330mm
101200,20,18,21,764,GRID,330mm
101201,20,18,19,4090,GRID,330mm
101202,20,13,26,2422,GRID,330mm
101203,22,10,37,428,GRID,330mm
101204,10,21,20,430,GRID,330mm
101205,10,23,12,430,GRID,330mm
101206,10,24,11,430,GRID,330mm
101207,20,11,8,2422,GRID,330mm
101208,20,10,9,2752,GRID,330mm
101209,20,20,24,428,GRID,330mm
101210,22,9,21,430,GRID,330mm
101211,22,13,19,432,GRID,330mm
101212,20,31,26,1422,GRID,330mm
101213,10,31,39,98,GRID,330mm
101214,10,27,18,762,GRID,330mm
101215,10,8,36,1090,GRID,330mm
101216,10,30,20,760,GRID,330mm
101217,10,28,32,96,GRID,330mm
101218,10,25,27,760,GRID,330mm
101219,10,19,31,1424,GRID,330mm
101220,10,23,21,1094,GRID,330mm
101221,10,26,24,762,GRID,330mm
101222,10,22,38,430,GRID,330mm
101223,10,18,42,428,GRID,330mm
101224,20,8,23,2088,GRID,330mm
101225,20,20,32,2092,GRID,330mm
101226,22,14,40,430,GRID,330mm
101227,20,15,9,2088,GRID,330mm
101228,22,32,20,434,GRID,330mm
101229,22,30,17,432,GRID,330mm
101230,20,8,11,3088,GRID,330mm
101231,22,6,28,428,GRID,330mm
101232,20,6,21,2420,GRID,330mm
101233,22,7,12,1092,GRID,330mm
101234,20,9,15,2754,GRID,330mm
101235,20,12,37,428,GRID,330mm
101236,22,12,27,430,GRID,330mm
101237,20,28,37,1092,GRID,330mm
101238,20,11,11,2422,GRID,330mm
101239,20,7,8,2758,GRID,330mm
101240,20,15,27,2754,GRID,330mm
101241,22,6,10,1096,GRID,330mm
101242,20,21,26,760,GRID,330mm
101243,20,10,39,1092,GRID,330mm
101244,22,9,18,1094,GRID,330mm
101245,20,6,20,430,GRID,330mm
101246,22,9,18,432,GRID,330mm
101247,22,11,24,432,GRID,330mm
101248,20,11,27,3422,GRID,330mm
101249,20,24,35,428,GRID,330mm
101250,22,9,35,430,GRID,330mm
101251,22,15,38,430,GRID,330mm
101252,20,16,12,2090,GRID,330mm
101253,22,22,9,432,GRID,330mm
101254,22,24,14,432,GRID,330mm
101255,20,17,23,2420,GRID,330mm
101256,20,13,8,2422,GRID,330mm
101257,22,35,24,1092,GRID,330mm
101258,22,35,36,430,GRID,330mm
101259,20,16,23,1092,GRID,330mm
101260,20,18,9,2420,GRID,330mm
101261,20,20,11,430,GRID,330mm
101262,22,26,41,760,GRID,330mm
101263,22,7,14,432,GRID,330mm
101264,10,22,29,760,GRID,330mm
101265,10,23,9,760,GRID,330mm
101266,10,39,34,1094,GRID,330mm
101267,20,8,32,3422,GRID,330mm
101268,22,22,39,760,GRID,330mm
101269,20,15,25,2754,GRID,330mm
101270,20,6,9,3422,GRID,330mm
101271,20,22,32,2090,GRID,330mm
101272,20,21,15,432,GRID,330mm
101273,22,6,17,432,GRID,330mm
101274,22,9,15,432,GRID,330mm
101275,20,8,29,764,GRID,330mm
101276,20,7,33,2420,GRID,330mm
101277,22,13,42,430,GRID,330mm
101278,20,18,9,2754,GRID,330mm
101279,20,9,11,3420,GRID,330mm
101280,20,35,17,762,GRID,330mm
101281,20,7,40,760,GRID,330mm
101282,20,11,25,4092,GRID,330mm
101283,22,11,10,432,GRID,330mm
101284,20,20,37,1092,GRID,330mm
101285,20,27,36,1094,GRID,330mm
101286,20,24,41,1422,GRID,330mm
101287,22,7,15,764,GRID,330mm
101288,20,17,29,3086,GRID,330mm
101289,20,13,9,2756,GRID,330mm
101290,20,14,27,3086,GRID,330mm
101291,22,18,11,762,GRID,330mm
101292,20,9,33,3754,GRID,330mm
101293,20,11,25,3420,GRID,330mm
101294,20,11,11,2754,GRID,330mm
101295,22,18,9,430,GRID,330mm
101296,22,17,41,430,GRID,330mm
101297,20,9,30,430,GRID,330mm
101298,22,6,11,428,GRID,330mm
101299,22,12,9,434,GRID,330mm
101300,20,9,23,4088,GRID,330mm
101301,20,12,30,2422,GRID,330mm
101302,20,23,31,1092,GRID,330mm
101303,20,13,42,758,GRID,330mm
101304,20,12,27,3424,GRID,330mm
101305,20,16,27,2754,GRID,330mm
101306,22,20,36,430,GRID,330mm
101307,22,21,35,760,GRID,330mm
101308,22,34,8,428,GRID,330mm
101309,22,34,13,430,GRID,330mm
101310,20,18,29,3758,GRID,330mm
101311,22,8,10,1096,GRID,330mm
101312,22,17,27,430,GRID,330mm
101313,22,19,10,762,GRID,330mm
101314,20,9,23,3758,GRID,330mm
101315,22,7,12,760,GRID,330mm
101316,20,21,32,1092,GRID,330mm
101317,20,17,21,2754,GRID,330mm
101318,22,7,15,432,GRID,330mm
101319,20,11,8,1758,GRID,330mm
101320,20,16,21,2424,GRID,330mm
101321,20,19,40,1754,GRID,330mm
101322,20,34,36,1424,GRID,330mm
101323,20,9,28,432,GRID,330mm
101324,20,20,28,430,GRID,330mm
101325,20,38,36,1422,GRID,330mm
101326,22,18,20,764,GRID,330mm
101327,22,29,17,432,GRID,330mm
101328,22,18,11,432,GRID,330mm
101329,20,31,17,1092,GRID,330mm
101330,20,18,31,3758,GRID,330mm
101331,22,17,12,430,GRID,330mm
101332,20,17,25,3422,GRID,330mm
101333,22,10,9,432,GRID,330mm
101334,22,16,12,432,GRID,330mm
101335,20,8,24,3086,GRID,330mm
101336,22,37,10,424,GRID,330mm
101337,20,18,31,3424,GRID,330mm
101338,20,12,35,1424,GRID,330mm
101339,20,12,30,2754,GRID,330mm
101340,22,13,14,432,GRID,330mm
101341,22,27,24,430,GRID,330mm
101342,20,9,21,3088,GRID,330mm
101343,20,6,12,3086,GRID,330mm
101344,20,9,9,2754,GRID,330mm
101345,20,20,15,1096,GRID,330mm
101346,20,17,30,3422,GRID,330mm
101347,20,7,41,1422,GRID,330mm
101348,20,35,25,1094,GRID,330mm
101349,21,36,20,430,GRID,330mm
101350,20,12,14,2422,GRID,330mm
101351,20,7,17,3086,GRID,330mm
101352,20,16,29,2086,GRID,330mm
101353,20,8,30,2756,GRID,330mm
101354,20,11,26,3422,GRID,330mm
101355,20,39,22,762,GRID,330mm
101356,20,6,21,2086,GRID,330mm
101357,22,22,20,432,GRID,330mm
101358,22,34,19,430,GRID,330mm
101359,20,18,26,4092,GRID,330mm
101360,20,7,24,2424,GRID,330mm
101361,20,8,22,2752,GRID,330mm
101362,22,32,18,430,GRID,330mm
101363,22,11,17,432,GRID,330mm
101364,20,32,38,758,GRID,330mm
101365,22,16,15,432,GRID,330mm
101366,22,9,9,762,GRID,330mm
101367,10,40,21,762,GRID,330mm
101368,22,11,26,430,GRID,330mm
101369,10,33,29,1092,GRID,330mm
101370,10,6,37,760,GRID,330mm
101371,10,17,38,1092,GRID,330mm
101372,10,24,14,762,GRID,330mm
101373,22,8,23,762,GRID,330mm
101374,22,20,8,430,GRID,330mm
101375,22,38,34,762,GRID,330mm
101376,22,17,18,430,GRID,330mm
101377,22,9,25,760,GRID,330mm
101378,10,18,23,2090,GRID,330mm
101379,21,13,9,432,GRID,330mm
101380,10,8,33,1092,GRID,330mm
101381,10,28,23,762,GRID,330mm
101382,10,10,26,1092,GRID,330mm
101383,10,17,29,1424,GRID,330mm
101384,22,15,29,430,GRID,330mm
101385,10,24,22,764,GRID,330mm
101386,20,33,33,1090,GRID,330mm
101387,20,8,30,3088,GRID,330mm
101388,0,0,0,0,OUTSIDE,330mm
101389,20,24,29,1754,GRID,330mm
101390,20,30,24,430,GRID,330mm
101391,20,9,26,3088,GRID,330mm
101392,10,10,35,1092,GRID,330mm
101393,20,14,25,430,GRID,330mm
101394,20,24,37,758,GRID,330mm
101395,10,32,22,428,GRID,330mm
101396,10,39,36,760,GRID,330mm
101397,10,19,27,1092,GRID,330mm
101398,10,33,30,428,GRID,330mm
101399,10,25,19,762,GRID,330mm
101400,10,26,11,760,GRID,330mm
101401,10,37,8,428,GRID,330mm
101402,10,26,35,760,GRID,330mm
101403,10,29,20,760,GRID,330mm
101404,10,36,9,426,GRID,330mm
101405,10,39,14,760,GRID,330mm
101406,10,41,23,98,GRID,330mm
101407,10,7,29,1426,GRID,330mm
101408,10,35,19,762,GRID,330mm
101409,10,7,31,2420,GRID,330mm
101410,10,15,16,2092,GRID,330mm
101411,10,40,41,760,GRID,330mm
101412,10,29,27,428,GRID,330mm
101413,10,39,19,430,GRID,330mm
101414,10,11,29,1756,GRID,330mm
101415,10,36,31,428,GRID,330mm
101416,10,33,39,760,GRID,330mm
101417,10,31,38,1090,GRID,330mm
101418,11,15,40,430,GRID,330mm
101419,10,30,10,760,GRID,330mm
101420,10,24,10,1096,GRID,330mm
101421,10,12,30,1756,GRID,330mm
101422,10,26,21,760,GRID,330mm
101423,20,11,22,3422,GRID,330mm
101424,10,30,11,428,GRID,330mm
101425,10,41,19,98,GRID,330mm
